Customer Review,Emotion,word_count,cleaned_text,encoded_emotion
"Selamat Siang Bos, pesanan sudah saya terima. Belum di Pasang / di Coba. Packing sangat RAPI dan aman. Product MANTAP. Pokoknya TOP MARKOTOP. PELAYANAN sangat OKE. TOKO sangat RECOMENDED sekali. Makasih banyak atas semuanya. Salam Sukses, Sehat dan Sejahtera Selalu. Aamiin",Love,41,selamat siang bos pesanan sudah saya terima belum di pasang di coba packing sangat rapi dan aman product mantap pokoknya top markotop pelayanan sangat oke toko sangat recomended sekali makasih banyak atas semuanya salam sukses sehat dan sejahtera selalu aamiin,3
Recommended Seller??????,Love,2,recommended seller,3
TOP BGT,Love,2,top bgt,3
"Asli samsung, pelayanan sangat baik",Love,5,asli samsung pelayanan sangat baik,3
mantap laptop jd adem ga cpt panas ????,Love,8,mantap laptop jd adem ga cpt panas,3
"Memory sdh sy pasang. Ada 4 keping 8 GB DDR3, semua berfungsi dg baik. Pengiriman lumayan cepat. Recommended seller. ??",Love,20,memory sdh sy pasang ada keping gb ddr semua berfungsi dg baik pengiriman lumayan cepat recommended seller,3
"waw murah bangetttt, packingnya rapih, produknya bagus keren mantap. sangat uhuuy pisan deh pokoknya hehehehehe",Love,15,waw murah bangetttt packingnya rapih produknya bagus keren mantap sangat uhuuy pisan deh pokoknya hehehehehe,3
MANTAB. RESPON CEPAT. PESANAN TIDAK MENGECEWAKAN. REKOMENDED BUAT BELANJA SPARE PART. TERIMA KASIH ATAS KERJA SAMANYA,Love,16,mantab respon cepat pesanan tidak mengecewakan rekomended buat belanja spare part terima kasih atas kerja samanya,3
"recommended, fast print fast response",Love,5,recommended fast print fast response,3
"Gila...pengiriman cepet banget..dr surabaya ke bogor,fast respont,barang ok,sesuai banget,packing rapi...recomended seller euy...??????????Ma kasih Gan..thanks toped",Love,15,gilapengiriman cepet bangetdr surabaya ke bogorfast respontbarang oksesuai bangetpacking rapirecomended seller euyma kasih ganthanks toped,3
"barangnya sudah sampai, cepet banget. recommended lah. tengkyuuu",Love,8,barangnya sudah sampai cepet banget recommended lah tengkyuuu,3
"Recommended Seller!! Respon cepat, pengiriman cukup cepat...",Love,7,recommended seller respon cepat pengiriman cukup cepat,3
Earcupnya lembut. Best value headset. Sound mantap. Nyaman dan praktis tinggal plug and play. mantaaaap laaah buat gamer,Love,18,earcupnya lembut best value headset sound mantap nyaman dan praktis tinggal plug and play mantaaaap laaah buat gamer,3
"Respon cepat, barang original terbaik recomended packing baik. Sukses selalu ya",Love,11,respon cepat barang original terbaik recomended packing baik sukses selalu ya,3
Kualitas Suara OK banget apalagi dengan harga yang terjangkau Barang pun dijamin ori karena sudah terdaftar di Website Razer langsung Pokoknya bagus lah bassnya juga kerasa,Love,26,kualitas suara ok banget apalagi dengan harga yang terjangkau barang pun dijamin ori karena sudah terdaftar di website razer langsung pokoknya bagus lah bassnya juga kerasa,3
"10/10, kualitas produk sangat baik dengan harga yang tertera. nyaman dipakai, suara keras dan 7.1 berfungsi dengan baik. definitely would recommend this.",Love,22,kualitas produk sangat baik dengan harga yang tertera nyaman dipakai suara keras dan berfungsi dengan baik definitely would recommend this,3
"Mantaaap. Tanggap banget, fast respon. Juossssssss",Love,6,mantaaap tanggap banget fast respon juossssssss,3
"Barangnya bagus bangett, dengan harga yang affordable dengan kualitas yang lumayan gokil sihh",Love,13,barangnya bagus bangett dengan harga yang affordable dengan kualitas yang lumayan gokil sihh,3
mantappppp. recommended keyboard ma mousenya ????????????,Love,6,mantappppp recommended keyboard ma mousenya,3
mantab minnn pengiriman jam 5 sore masih di gasss ????,Love,10,mantab minnn pengiriman jam sore masih di gasss,3
Mantap banget kualitasnya gak usah diragukan lagi,Love,7,mantap banget kualitasnya gak usah diragukan lagi,3
"Cakep produk nya, rekomen banget nih, sesuai deskripsi",Love,8,cakep produk nya rekomen banget nih sesuai deskripsi,3
"packing rapih, fast response, dan rgbnya juga bagus ??sangat di rekomendasikan 10/10",Love,12,packing rapih fast response dan rgbnya juga bagus sangat di rekomendasikan,3
"As always gapernah gagal belanja sini, thanks ggs",Love,8,as always gapernah gagal belanja sini thanks ggs,3
"cakep bet dah, mau duduk aja di kursi ini sampe ga mau berdiri lagi rasanya",Love,15,cakep bet dah mau duduk aja di kursi ini sampe ga mau berdiri lagi rasanya,3
"Overall memuaskan, layar bagus walau menurut saya IPSnya ga sebagus IPS TV, warna sudah bagus ga oversaturated, brightness sangat terang, buat di pakai dalam gelap tetap silau biar brightness udah 0. Layar bisa di putar, cm di kaki saja gampang kedorong, refresh rate terbukti cepat, buat fps sudah mantab. Kalau asa softwarenya mungkin lebih bagus lagi, jd setting ga perlu lewat tombol di belakang. Dpt kabel display port, desain keren hampir bezelless, nice.",Love,73,overall memuaskan layar bagus walau menurut saya ipsnya ga sebagus ips tv warna sudah bagus ga oversaturated brightness sangat terang buat di pakai dalam gelap tetap silau biar brightness udah layar bisa di putar cm di kaki saja gampang kedorong refresh rate terbukti cepat buat fps sudah mantab kalau asa softwarenya mungkin lebih bagus lagi jd setting ga perlu lewat tombol di belakang dpt kabel display port desain keren hampir bezelless nice,3
"Love it, product bagus. Worth it. Thank you????",Love,8,love it product bagus worth it thank you,3
"AIRO ini punya customer service yang super duper bagus, kapanpun saya punya pertanyaan, mereka selalu jawab dengan okey! Produknya pun bagus! Puas banget! Love AIRO??",Love,25,airo ini punya customer service yang super duper bagus kapanpun saya punya pertanyaan mereka selalu jawab dengan okey produknya pun bagus puas banget love airo,3
"barangnya mantap, berkualitas, kokoh, bergaransi, seller ramah, pokoknya mantap banget",Love,10,barangnya mantap berkualitas kokoh bergaransi seller ramah pokoknya mantap banget,3
"layanan sangat memuaskan, seller rekomended",Love,5,layanan sangat memuaskan seller rekomended,3
"luar biasa, packing di jamin aman, pakai bubblewrap. cepet banget prosesnya. senin malam cekout, paginya kirim, hari ini rabu sore sampai. sangat cepat. sangat puas. terimakasih, sukses selalu yah tech cube",Love,31,luar biasa packing di jamin aman pakai bubblewrap cepet banget prosesnya senin malam cekout paginya kirim hari ini rabu sore sampai sangat cepat sangat puas terimakasih sukses selalu yah tech cube,3
"mantap sekali sangat recommended, respon seller bintang 5 baru pesan tadi malam hari ini langsung datang",Love,16,mantap sekali sangat recommended respon seller bintang baru pesan tadi malam hari ini langsung datang,3
BAHAN DARI PLASTIK DAN TIDAK KUAT JUGA BUAT MENOPANG LAPTOP.INI SIH KUATNYA BUAT TABLET GAISSS. LEBIH BAIK JANGAN BELI YANG INI,Fear,21,bahan dari plastik dan tidak kuat juga buat menopang laptopini sih kuatnya buat tablet gaisss lebih baik jangan beli yang ini,1
barang ga pernah sampe.. katanya dikirim nyusul tapi ditanya no resi ga dikasih2..,Fear,13,barang ga pernah sampe katanya dikirim nyusul tapi ditanya no resi ga dikasih,1
Gak bisa di gunakan ini gimana,Fear,6,gak bisa di gunakan ini gimana,1
"Saran aja buat temen temen yang beli disini , jangan buang box nya simpan terus biar kalo baru beli terus rusak bisa di claim garansinya,",Fear,25,saran aja buat temen temen yang beli disini jangan buang box nya simpan terus biar kalo baru beli terus rusak bisa di claim garansinya,1
"packaging gk aman bgt, bubble wrap tipis alhasil kemasan barang agak penyok pas dateng, thank god barangnya aman. ini official store seharusnya lebih baik lagi, fix min next duh.",Fear,29,packaging gk aman bgt bubble wrap tipis alhasil kemasan barang agak penyok pas dateng thank god barangnya aman ini official store seharusnya lebih baik lagi fix min next duh,1
biarkan gambar bercerita.. pesan 20 bh yg rusak 10 bh.. jgn percaya balasan pembelaan apapun dari seller tidak amanah.. alasan rusak expedisi padahal bisa dilihat sebagian letak cacat 100 % bukan dari expedisi dan sebagian yg lain kalaupun dari expedisi ceroboh itu karena packingan tanpa kardus per satuannya dan bubble juga tipis sekali lewat seadanya tanpa tempelan fragile padahal sudah pesan bubble dan kardus tambahan.. seller berusaha dilimpahkan biar diganti asuransi untung sudah diviseo unboxing dan ditolak jg dr expedisi.. saya tidak pernah cerita panjang lebar di ulasan. tapi berhubung demi kenyamanan buyer lain utk jadi pertimbangan.. bacalah ini.. WASPADALAH WASPADALAH tidak ada itikad baik berusaha lepas tangan bahaya bisa rusak tokopedia kalau banyak seller begini.. sudah dikasih note sewaktu proses dan sudah juga dichat dulu sebelum kirim utk hati hati karena mau utk dijual lagi.. sudah ajukan resolusi pengambalian dana ke tokopedia tp dialihkan ke asuransi.. utk akhirnya tetap tokopeda refund dana. trims admin,Fear,155,biarkan gambar bercerita pesan bh yg rusak bh jgn percaya balasan pembelaan apapun dari seller tidak amanah alasan rusak expedisi padahal bisa dilihat sebagian letak cacat bukan dari expedisi dan sebagian yg lain kalaupun dari expedisi ceroboh itu karena packingan tanpa kardus per satuannya dan bubble juga tipis sekali lewat seadanya tanpa tempelan fragile padahal sudah pesan bubble dan kardus tambahan seller berusaha dilimpahkan biar diganti asuransi untung sudah diviseo unboxing dan ditolak jg dr expedisi saya tidak pernah cerita panjang lebar di ulasan tapi berhubung demi kenyamanan buyer lain utk jadi pertimbangan bacalah ini waspadalah waspadalah tidak ada itikad baik berusaha lepas tangan bahaya bisa rusak tokopedia kalau banyak seller begini sudah dikasih note sewaktu proses dan sudah juga dichat dulu sebelum kirim utk hati hati karena mau utk dijual lagi sudah ajukan resolusi pengambalian dana ke tokopedia tp dialihkan ke asuransi utk akhirnya tetap tokopeda refund dana trims admin,1
"Seharusnya chat dijadikan makesure barang, warna dll, jgn kaku kaku bgt jadi roko",Fear,13,seharusnya chat dijadikan makesure barang warna dll jgn kaku kaku bgt jadi roko,1
"Barang diterima dalam kondisi rusak, juga di alami beberapa pembeli lain. complain di reject oleh seller, tapi Tokopedia menengahi dan bisa retur. tapi sayangnya saya dalam situasi tidak mudah mengirim barang. jadi apa boleh buat. Sangat tidak recommend beli di toko yang cenderung tidak amanah",Fear,45,barang diterima dalam kondisi rusak juga di alami beberapa pembeli lain complain di reject oleh seller tapi tokopedia menengahi dan bisa retur tapi sayangnya saya dalam situasi tidak mudah mengirim barang jadi apa boleh buat sangat tidak recommend beli di toko yang cenderung tidak amanah,1
"ampun dah ini packing terasal yg pernah gua terima, ini klu patah gimana, awas aja isinya rusak pas gua pake ya",Fear,21,ampun dah ini packing terasal yg pernah gua terima ini klu patah gimana awas aja isinya rusak pas gua pake ya,1
"Produk ini, chip di dalamnya didaur ulang dan dipasang kembali setelah menggiling kata-kata aslinya. Pembeli harap perhatikan Teman-teman, tolong beri perhatian khusus",Fear,22,produk ini chip di dalamnya didaur ulang dan dipasang kembali setelah menggiling katakata aslinya pembeli harap perhatikan temanteman tolong beri perhatian khusus,1
"Ini toko korup.,ga sesuai sama isinya..not recommended",Fear,7,ini toko korupga sesuai sama isinyanot recommended,1
"isi paket via link aja yg di rekomendasikan aja selalu gagal,via ovo,mandiri sampe BCA aja selalu gagal..ga siap system' nya jangan jualan..",Fear,22,isi paket via link aja yg di rekomendasikan aja selalu gagalvia ovomandiri sampe bca aja selalu gagalga siap system nya jangan jualan,1
"Nope! Kalau kepikiran mau beli, saran saya JANGAN. Product sering RTO gajelas, CS after sales service yg buruk, dijamin pengalaman kalian akan kecewa.",Fear,23,nope kalau kepikiran mau beli saran saya jangan product sering rto gajelas cs after sales service yg buruk dijamin pengalaman kalian akan kecewa,1
"Pelayanan buruk, pengiriman lama dan respon yang lama. Jangan beli barang disini kalo ga mau kecewa. Cukup sekali ini aja",Fear,20,pelayanan buruk pengiriman lama dan respon yang lama jangan beli barang disini kalo ga mau kecewa cukup sekali ini aja,1
sama sekali gk bisa dpake asli nyesel,Fear,7,sama sekali gk bisa dpake asli nyesel,1
"Produk yg dikirim awal tidak dapat berfungsi dengan semestinya, meskipun sdh dikirimkan lg produk lainnya. Selain itu, seller sangat tidak layak menjadi official store.. Pengiriman barang tidak sesuai dengan jadwal yang dijanjikan di deskripsi/sistem Tokped. Selain itu, sangat slow response seller ini. NOT RECOMMENDED..",Fear,44,produk yg dikirim awal tidak dapat berfungsi dengan semestinya meskipun sdh dikirimkan lg produk lainnya selain itu seller sangat tidak layak menjadi official store pengiriman barang tidak sesuai dengan jadwal yang dijanjikan di deskripsisistem tokped selain itu sangat slow response seller ini not recommended,1
"respon cellernya setengah mati nungguinnnn....pengiriman nunggu berhari hari padahal pake pengiriman instan dah bayar ongkir mahal celler sama pembeli tinggla di Jakarta Utara g arekomen buat pembeli lagi cari yang lain...,,dari pada emosi nungguin",Fear,34,respon cellernya setengah mati nungguinnnnpengiriman nunggu berhari hari padahal pake pengiriman instan dah bayar ongkir mahal celler sama pembeli tinggla di jakarta utara g arekomen buat pembeli lagi cari yang laindari pada emosi nungguin,1
"Parah prosesnya lama banget, semoga ini bisa jadi pelajaram buat team logitech",Fear,12,parah prosesnya lama banget semoga ini bisa jadi pelajaram buat team logitech,1
"Harga sih promo 17.900, sy pake gojek instant lebih mahal ongkirnya drpd barangnya, krn mau dipake cepet. pas nyampe eh ternyata udah patah sebelah standnya.. kecewa sih karna kalo jual promo ada cacat ya di catet gitu biar customer ga beli barang promo kalo tau ada cacatnya.. seller si oke buat tuker barang, tp udh ga efektif aja sy mau pake cepet jg jd ga bisa, di retur jg ongkir lebih mahal lagi dari kualitas barangnya :( mengecewakan deh pokonya kapok beli disini",Fear,83,harga sih promo sy pake gojek instant lebih mahal ongkirnya drpd barangnya krn mau dipake cepet pas nyampe eh ternyata udah patah sebelah standnya kecewa sih karna kalo jual promo ada cacat ya di catet gitu biar customer ga beli barang promo kalo tau ada cacatnya seller si oke buat tuker barang tp udh ga efektif aja sy mau pake cepet jg jd ga bisa di retur jg ongkir lebih mahal lagi dari kualitas barangnya mengecewakan deh pokonya kapok beli disini,1
hati2 ternyata di foto display adalah varian yg ada bonus harga berbeda,Fear,12,hati ternyata di foto display adalah varian yg ada bonus harga berbeda,1
"Estimasi proses pesanan 2-3 hari? bung ini online platform. kalo ga siap cepet menuhin customer secara online, jualan offline aja. customer beli online buat dipake segera dan kalau ada delay/proses apalah itu, ditulis di deskripsi produk. ini customer nanya dulu baru diinfo. proses pemesanan 2-3 hari itu juga ga ada efeknya ke kemasan. cuma dibungkus bubble wrap tipissss. ga kebayang kalo customer ada yg apes barangnya dilempar2 jadi ancur isinya. dan jangan pernah janjiin ke customer barang akan dipickup/antar saat weekend. karena kalian aja libur sabtu&minggu.",Fear,86,estimasi proses pesanan hari bung ini online platform kalo ga siap cepet menuhin customer secara online jualan offline aja customer beli online buat dipake segera dan kalau ada delayproses apalah itu ditulis di deskripsi produk ini customer nanya dulu baru diinfo proses pemesanan hari itu juga ga ada efeknya ke kemasan cuma dibungkus bubble wrap tipissss ga kebayang kalo customer ada yg apes barangnya dilempar jadi ancur isinya dan jangan pernah janjiin ke customer barang akan dipickupantar saat weekend karena kalian aja libur sabtuminggu,1
"pesan tanggal 2 Maret jam 9 pakai pengiriman instant, sampai nya tanggal 3 maret. Padahal sudah bayar mahal, dikirimnya keesokan harinya. bukan salah pengantarnya, driver go-send nya sudah mengantarkan paket dengan baik. tapi durasi proses dari toko sangat lama. padahal butuhnya tanggal 2 maret makanya saya pilih pengiriman instant. saya juga sudah tanya pihak toko jika paket bisa dikirim hari itu juga atau tidak, jawabannya bisa. Tapi kenyataannya paket saya tidak dikirim pada hari itu juga. kalau tidak bisa dikirim hari itu juga ya bilang. Saya juga sudah ajukan cancel pesanan juga tidak ada respon dari penjual. Pelayanan sangat sangat buruk. Tidak recommended. Semoga lebih baik lagi kedepannya.",Fear,108,pesan tanggal maret jam pakai pengiriman instant sampai nya tanggal maret padahal sudah bayar mahal dikirimnya keesokan harinya bukan salah pengantarnya driver gosend nya sudah mengantarkan paket dengan baik tapi durasi proses dari toko sangat lama padahal butuhnya tanggal maret makanya saya pilih pengiriman instant saya juga sudah tanya pihak toko jika paket bisa dikirim hari itu juga atau tidak jawabannya bisa tapi kenyataannya paket saya tidak dikirim pada hari itu juga kalau tidak bisa dikirim hari itu juga ya bilang saya juga sudah ajukan cancel pesanan juga tidak ada respon dari penjual pelayanan sangat sangat buruk tidak recommended semoga lebih baik lagi kedepannya,1
